plyrid,perf_key,songid,gender,birthyear,lovetot,zone
108146822,108146822_49528663,_its_all_coming_back,F,1987.0,2.0,EN
108146822,108146822_42881067,_if_i_aint_got_you,F,1987.0,1.0,EN
108146822,108146822_43343753,_let_it_go,F,1987.0,1.0,EN
108146822,108146822_23317833,_killing_me_softly,F,1987.0,1.0,EN
108206355,108206355_40779040,_my_heart_will_go_on,F,1990.0,2.0,EN
108206355,108206355_27278092,_climax,F,1990.0,1.0,EN
108206355,108206355_24760925,_when_i_was_your_man,F,1990.0,1.0,EN
108206355,108206355_24764291,_all_i_want_for_christmas,F,1990.0,1.0,EN
108206355,108206355_27286379,_i_dreamed_a_dream,F,1990.0,1.0,EN
108206355,108206355_24762631,_adorn,F,1990.0,1.0,EN
108206355,108206355_33422415,_stay_rihanna,F,1990.0,1.0,EN
108206355,108206355_31127183,_adore_you,F,1990.0,1.0,EN
108206355,108206355_36013600,_adore_you,F,1990.0,1.0,EN
108206355,108206355_41916240,_burn,F,1990.0,1.0,EN
108207628,108207628_23586087,_silent_night,F,1987.0,0.0,EN
108207628,108207628_23181776,_baby_one_more_time,F,1987.0,0.0,EN
108207628,108207628_23589425,_stay_rihanna,F,1987.0,0.0,EN
108207628,108207628_23179247,_its_all_coming_back,F,1987.0,0.0,EN
108207628,108207628_37629761,_say_something_great_big,F,1987.0,0.0,EN
108207628,108207628_23180857,_thats_the_way_it_is,F,1987.0,0.0,EN
108207628,108207628_37632378,_careless_whisper,F,1987.0,0.0,EN
108207628,108207628_23183654,_clarity,F,1987.0,0.0,EN
108207628,108207628_23264440,_brave,F,1987.0,0.0,EN
108207628,108207628_23186206,_one_of_us,F,1987.0,0.0,EN
108234504,108234504_33778293,_hallelujah,F,1974.0,1.0,EN
108234504,108234504_31388782,_because_of_you,F,1974.0,1.0,EN
108234504,108234504_38430251,_bad_romance,F,1974.0,1.0,EN
108234504,108234504_35576648,_all_the_man_i_need,F,1974.0,1.0,EN
108234504,108234504_30775024,_drink_a_beer,F,1974.0,1.0,EN
108234504,108234504_25352451,_baby_bieber,F,1974.0,1.0,EN
108234504,108234504_31387165,_call_me_maybe,F,1974.0,1.0,EN
108234504,108234504_26899873,_all_i_want_for_christmas,F,1974.0,1.0,EN
108234504,108234504_31391109,_beautiful,F,1974.0,1.0,EN
108234504,108234504_26898392,_because_of_you,F,1974.0,1.0,EN
108252036,108252036_30161896,_let_it_go,F,1993.0,2.0,EN
108252036,108252036_40239882,_dark_side,F,1993.0,1.0,EN
108252036,108252036_24249674,_bad_romance,F,1993.0,1.0,EN
108252036,108252036_33008140,_let_it_go,F,1993.0,1.0,EN
108252036,108252036_28067248,_because_of_you,F,1993.0,1.0,EN
108252036,108252036_42396991,_neon_lights,F,1993.0,1.0,EN
108252036,108252036_27947625,_because_of_you,F,1993.0,0.0,EN
108252036,108252036_30909477,_let_it_go,F,1993.0,0.0,EN
108252036,108252036_34712713,_my_heart_will_go_on,F,1993.0,0.0,EN
108252036,108252036_34713649,_jesus_take_the_wheel,F,1993.0,0.0,EN
108286044,108286044_30178609,_beautiful,F,1981.0,25.0,EN
108286044,108286044_41791202,_hero_mariah_carey,F,1981.0,21.0,EN
108286044,108286044_42454614,_wind_beneath_my_wings,F,1981.0,20.0,EN
108286044,108286044_35787116,_stand_by_me,F,1981.0,15.0,EN
108286044,108286044_36541278,_my_girl,F,1981.0,15.0,EN
108286044,108286044_34319208,_songbird,F,1981.0,14.0,EN
108286044,108286044_49163017,_all_star,F,1981.0,13.0,EN
108286044,108286044_32586177,_landslide,F,1981.0,12.0,EN
108286044,108286044_32602349,_on_my_own,F,1981.0,12.0,EN
108286044,108286044_37090901,_happy,F,1981.0,12.0,EN
108290378,108290378_36080839,_everybody_hurts,F,1970.0,3.0,EN
108290378,108290378_36821063,_no_air,F,1970.0,2.0,EN
108290378,108290378_34559256,_bubbly,F,1970.0,2.0,EN
108290378,108290378_33674583,_you_make_me_feel_brand,F,1970.0,2.0,EN
108290378,108290378_31881213,_saving_all_my_love_for,F,1970.0,1.0,EN
108290378,108290378_32011603,_you_make_me_feel_brand,F,1970.0,1.0,EN
108290378,108290378_35122378,_never_say_never,F,1970.0,1.0,EN
108290378,108290378_47708551,_ill_be,F,1970.0,1.0,EN
108290378,108290378_44106272,_have_i_told_you_lately,F,1970.0,1.0,EN
108290378,108290378_43885384,_have_i_told_you_lately,F,1970.0,1.0,EN
108323657,108323657_36539773,_aint_no_sunshine,F,1976.0,28.0,EN
108323657,108323657_40456398,_do_you_hear_what_i_hear,F,1976.0,25.0,EN
108323657,108323657_38432416,_neon_lights,F,1976.0,25.0,EN
108323657,108323657_30229039,_wind_beneath_my_wings,F,1976.0,23.0,EN
108323657,108323657_33963442,_betcha_by_golly_wow,F,1976.0,22.0,EN
108323657,108323657_31036251,_songbird,F,1976.0,21.0,EN
108323657,108323657_39209908,_lean_on_me,F,1976.0,19.0,EN
108323657,108323657_39135863,_reflection,F,1976.0,18.0,EN
108323657,108323657_30419214,_and_i_am_telling_you,F,1976.0,18.0,EN
108323657,108323657_30677453,_say_something_great_big,F,1976.0,14.0,EN
108347000,108347000_38769330,_georgia_on_my_mind,F,1961.0,4.0,EN
108347000,108347000_41911947,_landslide,F,1961.0,4.0,EN
108347000,108347000_36618750,_dont_let_the_sun_go_down,F,1961.0,3.0,EN
108347000,108347000_42347327,_i_believe_i_can_fly,F,1961.0,3.0,EN
108347000,108347000_36098839,_sittin_on_dock_of_th_bay,F,1961.0,3.0,EN
108347000,108347000_39922239,_dont_let_the_sun_go_down,F,1961.0,3.0,EN
108347000,108347000_49585235,_dont_let_the_sun_go_down,F,1961.0,3.0,EN
108347000,108347000_41920644,_wherever_you_will_go,F,1961.0,2.0,EN
108347000,108347000_21814283,_piano_man,F,1961.0,2.0,EN
108347000,108347000_39787299,_everybody_hurts,F,1961.0,2.0,EN
108397133,108397133_42544517,_radioactive,F,1988.0,2.0,EN
108397133,108397133_36191737,_american_pie,F,1988.0,0.0,EN
108397133,108397133_31399962,_under_the_sea,F,1988.0,0.0,EN
108397133,108397133_36187956,_a_thousand_miles,F,1988.0,0.0,EN
108397133,108397133_31396843,_you_know_im_no_good,F,1988.0,0.0,EN
108397133,108397133_33395554,_radioactive,F,1988.0,0.0,EN
108397133,108397133_31394515,_radioactive,F,1988.0,0.0,EN
108397133,108397133_31393028,_let_her_go,F,1988.0,0.0,EN
108397133,108397133_31390179,_under_the_sea,F,1988.0,0.0,EN
108397133,108397133_31397939,_how_you_remind_me,F,1988.0,0.0,EN
108469943,108469943_22251720,_circle_of_life,M,1993.0,1.0,EN
108469943,108469943_22252530,_colors_of_the_wind,M,1993.0,0.0,EN
108469943,108469943_22253881,_from_this_moment,M,1993.0,0.0,EN
108469943,108469943_22327936,_i_dreamed_a_dream,M,1993.0,0.0,EN
108469943,108469943_22253395,_demons,M,1993.0,0.0,EN
108469943,108469943_22253425,_dark_side,M,1993.0,0.0,EN
108469943,108469943_22329878,_try,M,1993.0,0.0,EN
108469943,108469943_22255803,_god_bless_the_usa,M,1993.0,0.0,EN
108469943,108469943_22253021,_cups_pitch_perfect,M,1993.0,0.0,EN
108469943,108469943_22328907,_its_all_coming_back,M,1993.0,0.0,EN
108642088,108642088_28643781,_the_climb,F,2000.0,2.0,EN
108642088,108642088_39016823,_stay_rihanna,F,2000.0,1.0,EN
108642088,108642088_32551696,_breakaway,F,2000.0,1.0,EN
108642088,108642088_41371211,_let_it_go,F,2000.0,1.0,EN
108642088,108642088_30280046,_stay_rihanna,F,2000.0,1.0,EN
108642088,108642088_34666213,_let_it_go,F,2000.0,1.0,EN
108642088,108642088_28622901,_grenade,F,2000.0,1.0,EN
108642088,108642088_33191465,_just_the_way_you_are_bm,F,2000.0,1.0,EN
108642088,108642088_28614273,_just_the_way_you_are_bm,F,2000.0,1.0,EN
108642088,108642088_31376986,_breakaway,F,2000.0,0.0,EN
108652764,108652764_21528497,_its_all_coming_back,M,1986.0,1.0,EN
108652764,108652764_28267547,_faith,M,1986.0,0.0,EN
108652764,108652764_21268765,_jesus_take_the_wheel,M,1986.0,0.0,EN
108652764,108652764_29617573,_faith,M,1986.0,0.0,EN
108652764,108652764_42271597,_disturbia,M,1986.0,0.0,EN
108652764,108652764_21531924,_a_thousand_miles,M,1986.0,0.0,EN
108652764,108652764_28279001,_all_the_man_i_need,M,1986.0,0.0,EN
108652764,108652764_29946875,_breakaway,M,1986.0,0.0,EN
108652764,108652764_21532889,_dont_rain_on_my_parade,M,1986.0,0.0,EN
108652764,108652764_28275469,_because_of_you,M,1986.0,0.0,EN
108680723,108680723_36975041,_love_you_lk_a_love_song,F,1985.0,2.0,EN
108680723,108680723_32659844,_count_on_me,F,1985.0,1.0,EN
108680723,108680723_41720019,_clarity,F,1985.0,1.0,EN
108680723,108680723_32665323,_you_and_i,F,1985.0,1.0,EN
108680723,108680723_34844659,_demons,F,1985.0,1.0,EN
108680723,108680723_36841482,_colors_of_the_wind,F,1985.0,1.0,EN
108680723,108680723_38080963,_locked_out_of_heaven,F,1985.0,0.0,EN
108680723,108680723_41712359,_toxic,F,1985.0,0.0,EN
108680723,108680723_36842196,_best_song_ever,F,1985.0,0.0,EN
108680723,108680723_36961424,_good_girl,F,1985.0,0.0,EN
108681716,108681716_39902207,_apologize,F,1990.0,4.0,EN
108681716,108681716_47264876,_apologize,F,1990.0,1.0,EN
108681716,108681716_46119256,_adore_you,F,1990.0,1.0,EN
108681716,108681716_40165920,_apologize,F,1990.0,1.0,EN
108681716,108681716_46015475,_apologize,F,1990.0,0.0,EN
108681716,108681716_21976161,_adore_you,F,1990.0,0.0,EN
108681716,108681716_23670323,_she_will_be_loved,F,1990.0,0.0,EN
108681716,108681716_21746299,_adore_you,F,1990.0,0.0,EN
108681716,108681716_45224799,_apologize,F,1990.0,0.0,EN
108681716,108681716_32319595,_a_thousand_miles,F,1990.0,0.0,EN
108699010,108699010_44023371,_killing_me_softly,F,1993.0,1.0,EN
108699010,108699010_43686128,_summertime_sadness,F,1993.0,1.0,EN
108699010,108699010_43841964,_say_something_great_big,F,1993.0,1.0,EN
108699010,108699010_46674565,_if_i_aint_got_you,F,1993.0,0.0,EN
108699010,108699010_46686054,_adore_you,F,1993.0,0.0,EN
108699010,108699010_46697185,_my_heart_will_go_on,F,1993.0,0.0,EN
108699010,108699010_43912585,_stay_rihanna,F,1993.0,0.0,EN
108699010,108699010_46683095,_if_i_aint_got_you,F,1993.0,0.0,EN
108699010,108699010_44015635,_the_climb,F,1993.0,0.0,EN
108699010,108699010_47497763,_human,F,1993.0,0.0,EN
108728787,108728787_31949494,_more_than_words,F,1990.0,2.0,EN
108728787,108728787_32819750,_you_raise_me_up,F,1990.0,1.0,EN
108728787,108728787_32125848,_summertime_sadness,F,1990.0,0.0,EN
108728787,108728787_31950350,_my_girl,F,1990.0,0.0,EN
108728787,108728787_34786376,_dont_know_why,F,1990.0,0.0,EN
108728787,108728787_28127313,_breakeven,F,1990.0,0.0,EN
108728787,108728787_34599166,_glad_you_came,F,1990.0,0.0,EN
108728787,108728787_33861216,_my_heart_will_go_on,F,1990.0,0.0,EN
108728787,108728787_31457762,_as_long_as_you_love_me,F,1990.0,0.0,EN
108728787,108728787_34981342,_valerie,F,1990.0,0.0,EN
108768775,108768775_36104614,_cant_fight_this_feeling,F,1966.0,5.0,EN
108768775,108768775_30498836,_my_heart_will_go_on,F,1966.0,3.0,EN
108768775,108768775_35167474,_let_it_go,F,1966.0,3.0,EN
108768775,108768775_35499413,_give_your_heart_a_break,F,1966.0,2.0,EN
108768775,108768775_29230786,_you_are_so_beautiful,F,1966.0,2.0,EN
108768775,108768775_33837800,_say_something_great_big,F,1966.0,1.0,EN
108768775,108768775_30427852,_colors_of_the_wind,F,1966.0,1.0,EN
108768775,108768775_35326928,_it_will_rain,F,1966.0,1.0,EN
108768775,108768775_28656236,_over_the_rainbow,F,1966.0,1.0,EN
108768775,108768775_25204530,_alone_heart,F,1966.0,1.0,EN
108792963,108792963_36792442,_best_song_ever,M,1989.0,106.0,ES
108792963,108792963_38365351,_when_i_was_your_man,M,1989.0,72.0,ES
108792963,108792963_36455305,_what_makes_you_beautiful,M,1989.0,69.0,ES
108792963,108792963_37095296,_count_on_me,M,1989.0,67.0,ES
108792963,108792963_36718203,_counting_stars,M,1989.0,65.0,ES
108792963,108792963_37622626,_what_makes_you_beautiful,M,1989.0,62.0,ES
108792963,108792963_36783185,_pompeii,M,1989.0,54.0,ES
108792963,108792963_36591511,_pompeii,M,1989.0,53.0,ES
108792963,108792963_37408936,_when_i_was_your_man,M,1989.0,48.0,ES
108792963,108792963_40154488,_im_yours,M,1989.0,47.0,ES
108968495,108968495_39106414,_heart_attack,F,1999.0,8.0,EN
108968495,108968495_38800158,_my_heart_will_go_on,F,1999.0,3.0,EN
108968495,108968495_39018096,_hallelujah,F,1999.0,2.0,EN
108968495,108968495_39109061,_somewhere_only_we_know,F,1999.0,2.0,EN
108968495,108968495_38971224,_forget_you,F,1999.0,2.0,EN
108968495,108968495_38798931,_apologize,F,1999.0,2.0,EN
108968495,108968495_39007766,_hey_there_delilah,F,1999.0,2.0,EN
108968495,108968495_39012532,_your_song,F,1999.0,1.0,EN
108968495,108968495_39015392,_i_wanna_dance_with_smbdy,F,1999.0,1.0,EN
108968495,108968495_39010333,_let_her_go,F,1999.0,1.0,EN
108975653,108975653_25067256,_i_hope_you_dance,F,1993.0,2.0,EN
108975653,108975653_28114463,_i_wont_give_up,F,1993.0,1.0,EN
108975653,108975653_31860409,_radioactive,F,1993.0,1.0,EN
108975653,108975653_21813206,_l_o_v_e,F,1993.0,1.0,EN
108975653,108975653_31089829,_stay_rihanna,F,1993.0,1.0,EN
108975653,108975653_31867394,_radioactive,F,1993.0,1.0,EN
108975653,108975653_27992032,_i_wont_give_up,F,1993.0,1.0,EN
108975653,108975653_35891040,_stay_rihanna,F,1993.0,0.0,EN
108975653,108975653_30841055,_this_love,F,1993.0,0.0,EN
108975653,108975653_30841351,_castle_on_a_cloud,F,1993.0,0.0,EN
108980409,108980409_30885164,_let_it_go,M,1998.0,1.0,EN
108980409,108980409_24612858,_this_little_lght_of_mine,M,1998.0,0.0,EN
108980409,108980409_23994359,_america_the_beautiful,M,1998.0,0.0,EN
108980409,108980409_27140984,_fly_away,M,1998.0,0.0,EN
108980409,108980409_32763859,_hush_little_baby,M,1998.0,0.0,EN
108980409,108980409_30427160,_let_it_go,M,1998.0,0.0,EN
108980409,108980409_26994157,_fly_away,M,1998.0,0.0,EN
108980409,108980409_30794105,_let_it_go,M,1998.0,0.0,EN
108980409,108980409_36810315,_let_it_go,M,1998.0,0.0,EN
108980409,108980409_35377855,_worshipper,M,1998.0,0.0,EN
109004130,109004130_40943015,_alone_heart,F,1977.0,1.0,EN
109004130,109004130_40872243,_behind_blue_eyes,F,1977.0,1.0,EN
109004130,109004130_41335275,_a_whole_new_world,F,1977.0,1.0,EN
109004130,109004130_24662223,_do_you_hear_what_i_hear,F,1977.0,1.0,EN
109004130,109004130_41222033,_beauty_and_the_beast,F,1977.0,1.0,EN
109004130,109004130_40888036,_hit_me_wth_your_best_sht,F,1977.0,1.0,EN
109004130,109004130_24649895,_how_great_thou_art,F,1977.0,1.0,EN
109004130,109004130_39414741,_say_something_great_big,F,1977.0,1.0,EN
109004130,109004130_22237358,_landslide,F,1977.0,0.0,EN
109004130,109004130_47420516,_at_last,F,1977.0,0.0,EN
109011963,109011963_48549535,_say_something_great_big,F,1986.0,2.0,EN
109011963,109011963_44386586,_ironic,F,1986.0,1.0,EN
109011963,109011963_44048548,_as_long_as_you_love_me,F,1986.0,1.0,EN
109011963,109011963_48384451,_just_the_way_you_are,F,1986.0,1.0,EN
109011963,109011963_44052503,_let_it_go,F,1986.0,1.0,EN
109011963,109011963_49737721,_lovefool,F,1986.0,1.0,EN
109011963,109011963_44717823,_my_heart_will_go_on,F,1986.0,1.0,EN
109011963,109011963_48034640,_all_out_of_love,F,1986.0,1.0,EN
109011963,109011963_50720249,_kryptonite,F,1986.0,1.0,EN
109011963,109011963_44714990,_say_something_great_big,F,1986.0,1.0,EN
109071697,109071697_46116643,_part_of_your_world,F,1993.0,3.0,EN
109071697,109071697_44961381,_hit_me_wth_your_best_sht,F,1993.0,2.0,EN
109071697,109071697_44962903,_i_dreamed_a_dream,F,1993.0,2.0,EN
109071697,109071697_45393889,_my_heart_will_go_on,F,1993.0,2.0,EN
109071697,109071697_46962031,_the_climb,F,1993.0,1.0,EN
109071697,109071697_24481343,_call_me_maybe,F,1993.0,1.0,EN
109071697,109071697_24481789,_toxic,F,1993.0,0.0,EN
109071697,109071697_24480411,_when_i_was_your_man,F,1993.0,0.0,EN
109071697,109071697_45393012,_my_favorite_things,F,1993.0,0.0,EN
109071697,109071697_24541891,_when_i_was_your_man,F,1993.0,0.0,EN
109075241,109075241_35767914,_killing_me_softly,F,1982.0,2.0,EN
109075241,109075241_40231754,_georgia_on_my_mind,F,1982.0,1.0,EN
109075241,109075241_38568617,_more_than_words,F,1982.0,1.0,EN
109075241,109075241_29803803,_santeria,F,1982.0,0.0,EN
109075241,109075241_29680051,_georgia_on_my_mind,F,1982.0,0.0,EN
109075241,109075241_29503985,_house_of_the_rising_sun,F,1982.0,0.0,EN
109075241,109075241_27851195,_dont_know_why,F,1982.0,0.0,EN
109075241,109075241_29585445,_head_over_feet,F,1982.0,0.0,EN
109075241,109075241_30135583,_somewhere_only_we_know,F,1982.0,0.0,EN
109075241,109075241_32486736,_santeria,F,1982.0,0.0,EN
109084150,109084150_34721457,_somewhere_only_we_know,M,1994.0,4.0,EN
109084150,109084150_35970908,_burn,M,1994.0,3.0,EN
109084150,109084150_46552903,_im_yours,M,1994.0,3.0,EN
109084150,109084150_35557572,_say_something_great_big,M,1994.0,3.0,EN
109084150,109084150_30654270,_im_yours,M,1994.0,3.0,EN
109084150,109084150_35697144,_clarity,M,1994.0,2.0,EN
109084150,109084150_45037129,_lights_ellie,M,1994.0,2.0,EN
109084150,109084150_29949612,_all_star,M,1994.0,2.0,EN
109084150,109084150_23655246,_im_yours,M,1994.0,1.0,EN
109084150,109084150_34831215,_somewhere_only_we_know,M,1994.0,1.0,EN
109135829,109135829_30220262,_i_wont_give_up,F,1967.0,1.0,EN
109135829,109135829_35115199,_breakeven,F,1967.0,0.0,EN
109135829,109135829_24601118,_im_yours,F,1967.0,0.0,EN
109135829,109135829_28501897,_somewhere_only_we_know,F,1967.0,0.0,EN
109135829,109135829_30850138,_a_thousand_miles,F,1967.0,0.0,EN
109135829,109135829_27930988,_somewhere_only_we_know,F,1967.0,0.0,EN
109135829,109135829_27933333,_pompeii,F,1967.0,0.0,EN
109135829,109135829_28872576,_breakeven,F,1967.0,0.0,EN
109135829,109135829_28503964,_im_yours,F,1967.0,0.0,EN
109135829,109135829_32278924,_counting_stars,F,1967.0,0.0,EN
109178630,109178630_46485005,_over_the_rainbow,F,1980.0,4.0,EN
109178630,109178630_33834056,_lean_on_me,F,1980.0,3.0,EN
109178630,109178630_30540923,_home_phillip_phillips,F,1980.0,2.0,EN
109178630,109178630_47129105,_killing_me_softly,F,1980.0,2.0,EN
109178630,109178630_45750617,_the_rose,F,1980.0,2.0,EN
109178630,109178630_29562102,_alone_heart,F,1980.0,1.0,EN
109178630,109178630_29231766,_killing_me_softly,F,1980.0,1.0,EN
109178630,109178630_21635554,_you_are_so_beautiful,F,1980.0,1.0,EN
109178630,109178630_21792306,_lovefool,F,1980.0,1.0,EN
109178630,109178630_22437971,_the_rose,F,1980.0,1.0,EN
109228322,109228322_29298993,_house_of_the_rising_sun,M,1982.0,2.0,EN
109228322,109228322_33105623,_you_are_so_beautiful,M,1982.0,2.0,EN
109228322,109228322_31725519,_you_are_so_beautiful,M,1982.0,1.0,EN
109228322,109228322_32200701,_i_wont_give_up,M,1982.0,1.0,EN
109228322,109228322_34108559,_house_of_the_rising_sun,M,1982.0,1.0,EN
109228322,109228322_35317911,_house_of_the_rising_sun,M,1982.0,1.0,EN
109228322,109228322_26245469,_hush_little_baby,M,1982.0,1.0,EN
109228322,109228322_27780872,_hush_little_baby,M,1982.0,1.0,EN
109228322,109228322_30142417,_house_of_the_rising_sun,M,1982.0,1.0,EN
109228322,109228322_28985635,_house_of_the_rising_sun,M,1982.0,0.0,EN
109251725,109251725_44100258,_hey_there_delilah,F,1980.0,1.0,EN
109251725,109251725_44652614,_losing_my_religion,F,1980.0,1.0,EN
109251725,109251725_44098354,_apologize,F,1980.0,1.0,EN
109251725,109251725_34687363,_let_her_go,F,1980.0,1.0,EN
109251725,109251725_44628933,_everybody_hurts,F,1980.0,1.0,EN
109251725,109251725_41403853,_georgia_on_my_mind,F,1980.0,1.0,EN
109251725,109251725_37652655,_georgia_on_my_mind,F,1980.0,1.0,EN
109251725,109251725_23036096,_zombie,F,1980.0,1.0,EN
109251725,109251725_22969504,_aint_no_sunshine,F,1980.0,0.0,EN
109251725,109251725_34683420,_the_one_i_love,F,1980.0,0.0,EN
109255432,109255432_31001539,_say_something_great_big,F,1985.0,2.0,EN
109255432,109255432_36812284,_demons,F,1985.0,1.0,EN
109255432,109255432_30986708,_let_it_go,F,1985.0,1.0,EN
109255432,109255432_40764110,_rehab,F,1985.0,1.0,EN
109255432,109255432_22129801,_glad_you_came,F,1985.0,1.0,EN
109255432,109255432_46690971,_demons,F,1985.0,0.0,EN
109255432,109255432_28715830,_the_climb,F,1985.0,0.0,EN
109255432,109255432_48093118,_youve_got_a_friend_in_me,F,1985.0,0.0,EN
109255432,109255432_44950034,_let_it_go,F,1985.0,0.0,EN
109255432,109255432_49583312,_demons,F,1985.0,0.0,EN
109305645,109305645_46536428,_she_will_be_loved,F,1983.0,4.0,EN
109305645,109305645_31478167,_part_of_your_world,F,1983.0,4.0,EN
109305645,109305645_31045409,_one_of_us,F,1983.0,4.0,EN
109305645,109305645_43130525,_part_of_your_world,F,1983.0,4.0,EN
109305645,109305645_34516914,_broken_wings,F,1983.0,3.0,EN
109305645,109305645_31050808,_from_this_moment,F,1983.0,3.0,EN
109305645,109305645_48132362,_valerie,F,1983.0,3.0,EN
109305645,109305645_46349681,_let_her_go,F,1983.0,3.0,EN
109305645,109305645_34222266,_somewhere_only_we_know,F,1983.0,3.0,EN
109305645,109305645_46535054,_somewhere_only_we_know,F,1983.0,3.0,EN
109312092,109312092_41652486,_hey_there_delilah,F,1978.0,6.0,EN
109312092,109312092_26278444,_lean_on_me,F,1978.0,6.0,EN
109312092,109312092_49450277,_kryptonite,F,1978.0,5.0,EN
109312092,109312092_41679855,_what_makes_you_beautiful,F,1978.0,5.0,EN
109312092,109312092_36225151,_im_yours,F,1978.0,5.0,EN
109312092,109312092_41652153,_demons,F,1978.0,5.0,EN
109312092,109312092_36306670,_all_the_small_things,F,1978.0,5.0,EN
109312092,109312092_41739859,_say_something_great_big,F,1978.0,4.0,EN
109312092,109312092_22740429,_im_yours,F,1978.0,4.0,EN
109312092,109312092_41740845,_say_something_great_big,F,1978.0,4.0,EN
109314577,109314577_25084594,_glad_you_came,F,1982.0,1.0,EN
109314577,109314577_23418505,_love_song,F,1982.0,1.0,EN
109314577,109314577_43192616,_wanted,F,1982.0,1.0,EN
109314577,109314577_23917800,_baby_one_more_time,F,1982.0,1.0,EN
109314577,109314577_35368188,_let_it_go,F,1982.0,1.0,EN
109314577,109314577_27162588,_im_yours,F,1982.0,1.0,EN
109314577,109314577_32960035,_baby_one_more_time,F,1982.0,1.0,EN
109314577,109314577_45747274,_stay,F,1982.0,1.0,EN
109314577,109314577_25332947,_as_long_as_you_love_me,F,1982.0,1.0,EN
109314577,109314577_25448153,_baby_one_more_time,F,1982.0,1.0,EN
109366055,109366055_21804455,_adore_you,F,1995.0,1.0,EN
109366055,109366055_22790946,_love_the_way_you_lie,F,1995.0,0.0,EN
109366055,109366055_22286849,_applause,F,1995.0,0.0,EN
109366055,109366055_22786941,_stay_rihanna,F,1995.0,0.0,EN
109366055,109366055_22413836,_treasure_bm,F,1995.0,0.0,EN
109366055,109366055_22414119,_just_the_way_you_are_bm,F,1995.0,0.0,EN
109366055,109366055_22286580,_paparazzi,F,1995.0,0.0,EN
109366055,109366055_22289354,_cooler_than_me,F,1995.0,0.0,EN
109366055,109366055_22414362,_down,F,1995.0,0.0,EN
109366055,109366055_22627796,_she_will_be_loved,F,1995.0,0.0,EN
109409370,109409370_24604953,_a_horse_with_no_name,F,1991.0,1.0,EN
109409370,109409370_24993896,_colors_of_the_wind,F,1991.0,0.0,EN
109409370,109409370_23178200,_because_of_you,F,1991.0,0.0,EN
109409370,109409370_24604511,_silent_night,F,1991.0,0.0,EN
109409370,109409370_47634567,_at_last,F,1991.0,0.0,EN
109409370,109409370_26867249,_house_of_the_rising_sun,F,1991.0,0.0,EN
109409370,109409370_44718123,_if_i_aint_got_you,F,1991.0,0.0,EN
109409370,109409370_23655973,_umbrella,F,1991.0,0.0,EN
109409370,109409370_23512238,_on_my_own,F,1991.0,0.0,EN
109409370,109409370_25060064,_lights_ellie,F,1991.0,0.0,EN
109410869,109410869_25109549,_animal,F,1992.0,1.0,EN
109410869,109410869_24109372,_blue_christmas,F,1992.0,1.0,EN
109410869,109410869_34826226,_l_o_v_e,F,1992.0,0.0,EN
109410869,109410869_24308349,_marry_you,F,1992.0,0.0,EN
109410869,109410869_30511740,_let_it_go,F,1992.0,0.0,EN
109410869,109410869_34145010,_count_on_me,F,1992.0,0.0,EN
109410869,109410869_37586303,_let_it_go,F,1992.0,0.0,EN
109410869,109410869_24111904,_naturally,F,1992.0,0.0,EN
109410869,109410869_24033022,_brave,F,1992.0,0.0,EN
109410869,109410869_25159546,_sway,F,1992.0,0.0,EN
109420299,109420299_38171962,_all_by_myself,F,1994.0,2.0,EN
109420299,109420299_38167704,_let_it_go,F,1994.0,2.0,EN
109420299,109420299_30265944,_let_it_go,F,1994.0,1.0,EN
109420299,109420299_30268617,_let_it_go,F,1994.0,1.0,EN
109420299,109420299_33073251,_all_by_myself,F,1994.0,1.0,EN
109420299,109420299_33166256,_all_by_myself,F,1994.0,1.0,EN
109420299,109420299_30473285,_let_it_go,F,1994.0,0.0,EN
109420299,109420299_33164586,_cups_pitch_perfect,F,1994.0,0.0,EN
109420299,109420299_38167786,_cups_pitch_perfect,F,1994.0,0.0,EN
109420299,109420299_47325668,_demons,F,1994.0,0.0,EN
109496706,109496706_44617623,_eye_of_the_tiger,F,1977.0,3.0,EN
109496706,109496706_44627652,_want_u_back,F,1977.0,3.0,EN
109496706,109496706_44665501,_as_long_as_you_love_me,F,1977.0,3.0,EN
109496706,109496706_44668802,_let_it_go,F,1977.0,2.0,EN
109496706,109496706_44674260,_let_it_go,F,1977.0,2.0,EN
109496706,109496706_44360304,_let_it_go,F,1977.0,2.0,EN
109496706,109496706_44668131,_baby_bieber,F,1977.0,2.0,EN
109496706,109496706_44593054,_what_makes_you_beautiful,F,1977.0,1.0,EN
109496706,109496706_44628765,_stay_rihanna,F,1977.0,1.0,EN
109496706,109496706_44673534,_adore_you,F,1977.0,1.0,EN
109502418,109502418_32785182,_cooler_than_me,F,1987.0,2.0,EN
109502418,109502418_32787328,_animal,F,1987.0,1.0,EN
109502418,109502418_32857681,_one_thing,F,1987.0,1.0,EN
109502418,109502418_28160054,_linger,F,1987.0,0.0,EN
109502418,109502418_25869872,_name,F,1987.0,0.0,EN
109502418,109502418_28160936,_kiss_me_,F,1987.0,0.0,EN
109502418,109502418_32858523,_glad_you_came,F,1987.0,0.0,EN
109502418,109502418_32860105,_cant_fight_this_feeling,F,1987.0,0.0,EN
109502418,109502418_21992915,_one_thing,F,1987.0,0.0,EN
109502418,109502418_21992972,_lucky_bs,F,1987.0,0.0,EN
